name,n_dialogues,n_sentences_dialogue,n_tokens_dialogue,n_tokens_per_sentence,n_extracts_per_summary_rel,n_tokens_per_extract_rel,n_extracts_per_summary_fine,n_tokens_per_extract_fine
train,14729,5,43,8.6,3,12.0,3,5.666666666666667
train,14729,8,68,8.5,5,10.8,8,2.75
train,14729,12,200,16.666666666666668,9,17.77777777777778,7,11.285714285714286
train,14729,7,215,30.714285714285715,12,10.5,10,5.0
train,14729,4,57,14.25,3,12.666666666666666,2,4.5
train,14729,4,31,7.75,2,10.0,2,5.5
train,14729,37,257,6.945945945945946,12,15.833333333333334,11,4.0
train,14729,11,260,23.636363636363637,5,12.4,5,7.2
train,14729,27,383,14.185185185185185,14,23.5,9,8.666666666666666
train,14729,12,94,7.833333333333333,3,10.666666666666666,3,4.0
train,14729,5,67,13.4,4,10.0,4,2.5
train,14729,30,292,9.733333333333333,14,18.928571428571427,19,6.2631578947368425
train,14729,4,34,8.5,2,10.5,2,5.5
train,14729,4,32,8.0,1,17.0,2,3.0
train,14729,13,182,14.0,7,10.571428571428571,8,2.25
train,14729,7,80,11.428571428571429,4,12.25,5,2.8
train,14729,5,84,16.8,3,12.333333333333334,3,6.0
train,14729,38,308,8.105263157894736,11,24.636363636363637,11,5.909090909090909
train,14729,16,99,6.1875,6,15.333333333333334,5,2.8
train,14729,7,61,8.714285714285714,3,14.666666666666666,3,6.0
train,14729,3,26,8.666666666666666,1,5.0,1,1.0
train,14729,10,73,7.3,2,12.0,2,4.0
train,14729,9,75,8.333333333333334,2,13.0,2,7.0
train,14729,5,93,18.6,4,10.5,4,3.75
train,14729,4,52,13.0,2,9.0,2,3.0
train,14729,2,65,32.5,2,14.0,2,6.5
train,14729,27,223,8.25925925925926,13,13.23076923076923,15,4.666666666666667
train,14729,20,133,6.65,7,10.857142857142858,8,2.875
train,14729,3,37,12.333333333333334,3,9.333333333333334,4,2.75
train,14729,3,31,10.333333333333334,2,9.0,2,4.0
train,14729,6,64,10.666666666666666,2,11.0,2,5.5
train,14729,6,209,34.833333333333336,9,14.555555555555555,9,7.666666666666667
train,14729,19,154,8.105263157894736,3,26.333333333333332,3,2.3333333333333335
train,14729,2,48,24.0,2,7.0,3,1.6666666666666667
train,14729,11,71,6.454545454545454,5,10.2,6,2.8333333333333335
train,14729,13,191,14.692307692307692,8,14.5,8,7.375
train,14729,20,281,14.05,15,12.6,14,5.357142857142857
train,14729,39,331,8.487179487179487,12,18.75,14,7.0
train,14729,12,111,9.25,3,13.0,3,6.333333333333333
train,14729,5,34,6.8,1,7.0,1,3.0
train,14729,20,203,10.15,8,24.375,5,6.4
train,14729,3,41,13.666666666666666,2,10.5,2,4.0
train,14729,2,89,44.5,4,14.5,6,5.833333333333333
train,14729,19,247,13.0,13,11.846153846153847,14,5.642857142857143
train,14729,25,251,10.04,8,14.625,7,6.285714285714286
train,14729,7,44,6.285714285714286,1,18.0,1,3.0
train,14729,2,77,38.5,4,15.0,4,6.0
train,14729,12,147,12.25,8,10.125,8,4.625
train,14729,4,59,14.75,2,12.5,2,7.5
train,14729,5,48,9.6,2,13.0,2,6.5
train,14729,5,34,6.8,2,12.0,2,7.0
train,14729,2,48,24.0,3,11.333333333333334,2,3.0
train,14729,4,78,19.5,4,15.5,2,10.5
train,14729,37,249,6.72972972972973,3,18.333333333333332,3,2.0
train,14729,15,113,7.533333333333333,3,13.666666666666666,3,2.0
train,14729,29,249,8.586206896551724,6,33.833333333333336,7,6.428571428571429
train,14729,9,210,23.333333333333332,1,7.0,1,1.0
train,14729,7,108,15.428571428571429,5,16.6,5,6.8
train,14729,6,46,7.666666666666667,2,12.0,2,7.0
train,14729,24,217,9.041666666666666,6,21.5,5,6.8
train,14729,7,120,17.142857142857142,6,11.333333333333334,7,3.142857142857143
train,14729,7,124,17.714285714285715,7,10.428571428571429,6,3.0
train,14729,7,87,12.428571428571429,3,12.666666666666666,3,3.6666666666666665
train,14729,10,172,17.2,5,23.0,4,11.25
train,14729,5,68,13.6,5,9.4,4,5.25
train,14729,15,132,8.8,11,10.454545454545455,14,3.7857142857142856
train,14729,4,67,16.75,1,14.0,1,10.0
train,14729,6,64,10.666666666666666,3,12.333333333333334,4,5.5
train,14729,3,82,27.333333333333332,6,11.333333333333334,6,6.333333333333333
train,14729,18,165,9.166666666666666,6,25.333333333333332,10,7.4
train,14729,6,65,10.833333333333334,4,13.25,5,4.6
train,14729,24,267,11.125,7,34.57142857142857,6,8.333333333333334
train,14729,17,220,12.941176470588236,11,16.09090909090909,11,5.454545454545454
train,14729,7,243,34.714285714285715,9,13.11111111111111,8,8.125
train,14729,2,51,25.5,1,18.0,1,12.0
train,14729,5,23,4.6,1,11.0,1,5.0
train,14729,9,124,13.777777777777779,3,23.666666666666668,2,11.5
train,14729,9,81,9.0,5,11.2,3,4.333333333333333
train,14729,3,21,7.0,2,8.0,2,3.0
train,14729,19,252,13.263157894736842,7,19.142857142857142,7,6.142857142857143
train,14729,17,332,19.529411764705884,13,22.76923076923077,10,9.7
train,14729,4,131,32.75,8,9.375,9,2.5555555555555554
train,14729,22,199,9.045454545454545,8,12.125,9,4.888888888888889
train,14729,2,21,10.5,2,8.0,2,4.0
train,14729,12,162,13.5,5,24.6,5,9.8
train,14729,8,71,8.875,4,12.75,4,6.0
train,14729,7,123,17.571428571428573,2,15.0,1,7.0
train,14729,5,26,5.2,3,7.333333333333333,3,2.0
train,14729,7,129,18.428571428571427,4,18.5,4,6.25
train,14729,25,199,7.96,7,18.0,8,5.0
train,14729,12,158,13.166666666666666,6,23.333333333333332,6,7.666666666666667
train,14729,12,95,7.916666666666667,4,11.0,3,6.0
train,14729,9,118,13.11111111111111,7,12.0,8,4.75
train,14729,19,249,13.105263157894736,11,12.909090909090908,7,5.0
train,14729,8,89,11.125,3,14.666666666666666,3,8.0
train,14729,23,227,9.869565217391305,10,13.0,11,3.1818181818181817
train,14729,22,304,13.818181818181818,14,15.5,14,7.357142857142857
train,14729,15,199,13.266666666666667,8,16.875,7,5.428571428571429
train,14729,47,472,10.042553191489361,14,27.857142857142858,13,10.76923076923077
train,14729,10,84,8.4,4,11.5,3,3.3333333333333335
train,14729,15,216,14.4,8,19.0,9,6.444444444444445
train,14729,10,71,7.1,4,17.75,6,4.166666666666667
train,14729,4,68,17.0,1,15.0,1,10.0
train,14729,2,41,20.5,2,10.5,2,5.5
train,14729,2,23,11.5,3,7.666666666666667,0,0.0
train,14729,7,74,10.571428571428571,2,31.5,3,5.0
train,14729,3,72,24.0,5,9.6,5,4.2
train,14729,4,66,16.5,3,11.0,3,5.333333333333333
train,14729,4,40,10.0,1,11.0,1,5.0
train,14729,20,236,11.8,7,14.857142857142858,5,7.4
train,14729,53,640,12.075471698113208,19,31.473684210526315,18,9.666666666666666
train,14729,4,29,7.25,2,8.0,1,3.0
train,14729,5,103,20.6,7,11.0,7,4.142857142857143
train,14729,4,27,6.75,2,9.0,2,3.5
train,14729,8,157,19.625,7,14.0,9,4.888888888888889
train,14729,24,209,8.708333333333334,13,15.307692307692308,15,5.2
train,14729,2,46,23.0,3,8.666666666666666,3,3.6666666666666665
train,14729,1,40,40.0,1,12.0,1,8.0
train,14729,9,124,13.777777777777779,6,14.166666666666666,6,6.0
train,14729,24,270,11.25,9,17.11111111111111,10,6.8
train,14729,41,323,7.878048780487805,14,16.785714285714285,15,5.933333333333334
train,14729,10,124,12.4,6,12.666666666666666,5,4.4
train,14729,5,45,9.0,2,13.5,3,2.6666666666666665
train,14729,12,170,14.166666666666666,7,12.0,7,4.857142857142857
train,14729,34,327,9.617647058823529,12,19.666666666666668,10,8.3
train,14729,5,124,24.8,4,10.0,5,4.2
train,14729,5,19,3.8,1,7.0,1,1.0
train,14729,59,435,7.372881355932203,18,17.166666666666668,21,5.238095238095238
train,14729,5,65,13.0,3,19.333333333333332,4,8.75
train,14729,14,149,10.642857142857142,7,16.571428571428573,7,11.0
train,14729,14,172,12.285714285714286,11,13.090909090909092,13,5.076923076923077
train,14729,5,47,9.4,2,9.0,2,4.0
train,14729,2,37,18.5,1,11.0,1,5.0
train,14729,42,382,9.095238095238095,14,22.357142857142858,15,7.2
train,14729,11,233,21.181818181818183,6,21.666666666666668,6,10.0
train,14729,4,48,12.0,2,8.5,2,3.5
train,14729,12,273,22.75,10,14.4,3,7.666666666666667
train,14729,17,615,36.1764705882353,30,15.566666666666666,26,5.384615384615385
train,14729,2,64,32.0,3,9.0,4,2.0
train,14729,6,93,15.5,3,14.0,3,8.333333333333334
train,14729,5,207,41.4,9,9.222222222222221,8,4.875
train,14729,15,140,9.333333333333334,2,23.5,4,5.5
train,14729,24,191,7.958333333333333,1,18.0,1,6.0
train,14729,7,61,8.714285714285714,3,14.0,4,5.75
train,14729,2,57,28.5,4,9.25,5,2.6
train,14729,25,157,6.28,5,10.4,6,2.6666666666666665
train,14729,6,78,13.0,2,7.0,4,1.0
train,14729,14,352,25.142857142857142,11,23.727272727272727,8,12.375
train,14729,4,40,10.0,4,8.5,5,2.8
train,14729,14,105,7.5,3,22.0,4,8.25
train,14729,25,200,8.0,8,13.25,10,4.9
train,14729,2,48,24.0,2,13.5,2,3.5
train,14729,5,35,7.0,3,9.666666666666666,5,1.2
train,14729,8,55,6.875,3,9.0,5,1.8
train,14729,9,118,13.11111111111111,2,17.0,3,6.0
train,14729,13,191,14.692307692307692,2,12.5,2,4.5
train,14729,4,93,23.25,4,8.0,4,3.75
train,14729,5,48,9.6,4,7.25,4,2.25
train,14729,5,57,11.4,2,8.0,3,3.0
train,14729,4,49,12.25,2,14.0,2,6.0
train,14729,3,65,21.666666666666668,4,11.0,4,5.25
train,14729,6,52,8.666666666666666,3,11.333333333333334,3,4.333333333333333
train,14729,51,511,10.019607843137255,12,39.5,17,6.0588235294117645
train,14729,3,144,48.0,8,13.625,9,6.777777777777778
train,14729,6,69,11.5,1,9.0,1,4.0
train,14729,5,77,15.4,2,21.0,4,7.75
train,14729,15,122,8.133333333333333,5,16.4,7,4.285714285714286
train,14729,14,143,10.214285714285714,6,14.333333333333334,6,4.5
train,14729,8,74,9.25,2,12.0,2,5.0
train,14729,6,40,6.666666666666667,2,12.5,3,5.333333333333333
train,14729,4,85,21.25,2,10.0,2,5.0
train,14729,5,27,5.4,1,11.0,1,6.0
train,14729,14,178,12.714285714285714,4,24.5,4,7.25
train,14729,5,74,14.8,4,14.5,6,3.1666666666666665
train,14729,16,88,5.5,2,7.0,2,1.5
train,14729,3,27,9.0,3,7.0,3,1.6666666666666667
train,14729,11,91,8.272727272727273,2,17.0,2,11.0
train,14729,34,334,9.823529411764707,13,17.384615384615383,13,8.076923076923077
train,14729,7,78,11.142857142857142,7,8.857142857142858,8,3.5
train,14729,1,65,65.0,5,8.4,7,3.0
train,14729,27,294,10.88888888888889,11,22.181818181818183,12,9.333333333333334
train,14729,2,30,15.0,2,9.0,3,2.3333333333333335
train,14729,29,259,8.931034482758621,11,19.09090909090909,12,4.833333333333333
train,14729,20,139,6.95,5,14.6,5,5.2
train,14729,14,154,11.0,7,19.428571428571427,8,8.25
train,14729,6,51,8.5,4,10.0,4,4.75
train,14729,6,63,10.5,3,13.333333333333334,4,6.25
train,14729,4,44,11.0,2,5.5,2,1.0
train,14729,9,68,7.555555555555555,3,13.666666666666666,1,8.0
train,14729,4,61,15.25,2,10.0,2,4.5
train,14729,2,34,17.0,2,14.0,2,10.0
train,14729,2,20,10.0,1,9.0,1,5.0
train,14729,5,78,15.6,3,18.0,5,6.0
train,14729,46,337,7.326086956521739,11,20.454545454545453,7,4.142857142857143
train,14729,4,43,10.75,2,8.5,3,2.6666666666666665
train,14729,9,117,13.0,3,25.0,4,9.5
train,14729,8,122,15.25,6,8.833333333333334,5,4.4
train,14729,1,73,73.0,11,6.636363636363637,0,0.0
train,14729,18,99,5.5,5,8.8,7,3.2857142857142856
train,14729,13,223,17.153846153846153,8,19.25,11,7.090909090909091
train,14729,13,162,12.461538461538462,6,15.666666666666666,7,6.285714285714286
train,14729,12,142,11.833333333333334,6,15.0,3,6.333333333333333
train,14729,8,107,13.375,5,10.0,5,4.6
train,14729,7,66,9.428571428571429,1,30.0,2,7.5
train,14729,6,73,12.166666666666666,1,14.0,1,7.0
train,14729,5,138,27.6,6,23.0,7,10.142857142857142
train,14729,4,36,9.0,2,10.5,3,2.3333333333333335
train,14729,12,89,7.416666666666667,3,14.666666666666666,2,7.0
train,14729,20,309,15.45,13,13.923076923076923,10,3.8
train,14729,18,170,9.444444444444445,6,21.166666666666668,3,4.333333333333333
train,14729,14,207,14.785714285714286,10,12.8,12,5.416666666666667
train,14729,10,167,16.7,9,9.88888888888889,10,3.3
train,14729,8,79,9.875,6,13.166666666666666,7,4.857142857142857
train,14729,8,95,11.875,3,10.666666666666666,3,3.0
train,14729,4,47,11.75,1,22.0,1,13.0
train,14729,7,75,10.714285714285714,5,11.0,4,7.25
train,14729,4,33,8.25,1,10.0,1,6.0
train,14729,3,44,14.666666666666666,2,9.0,2,4.0
train,14729,40,403,10.075,8,18.375,7,6.571428571428571
train,14729,14,122,8.714285714285714,5,15.2,6,5.166666666666667
train,14729,16,217,13.5625,12,15.333333333333334,15,5.2
train,14729,2,24,12.0,2,7.0,2,3.0
train,14729,2,48,24.0,2,8.5,2,3.5
train,14729,12,223,18.583333333333332,3,14.0,3,8.333333333333334
train,14729,7,127,18.142857142857142,4,21.25,3,12.0
train,14729,4,53,13.25,3,17.666666666666668,7,4.285714285714286
train,14729,4,95,23.75,5,10.4,6,4.166666666666667
train,14729,3,101,33.666666666666664,2,9.0,2,2.0
train,14729,5,44,8.8,2,14.0,3,4.333333333333333
train,14729,31,265,8.548387096774194,14,14.642857142857142,13,5.846153846153846
train,14729,4,62,15.5,4,12.5,4,4.25
train,14729,7,64,9.142857142857142,1,13.0,1,9.0
train,14729,31,269,8.67741935483871,13,16.46153846153846,12,8.916666666666666
train,14729,42,368,8.761904761904763,13,23.846153846153847,18,6.833333333333333
train,14729,4,161,40.25,11,9.0,12,4.0
train,14729,7,54,7.714285714285714,2,10.5,2,6.0
train,14729,14,176,12.571428571428571,10,14.6,11,5.181818181818182
train,14729,3,34,11.333333333333334,2,9.5,2,4.0
train,14729,8,126,15.75,6,13.666666666666666,5,5.6
train,14729,3,29,9.666666666666666,3,7.0,4,1.75
train,14729,7,89,12.714285714285714,4,13.75,5,4.8
train,14729,13,203,15.615384615384615,10,16.2,9,9.333333333333334
train,14729,4,41,10.25,4,9.25,6,2.5
train,14729,9,112,12.444444444444445,2,10.0,3,3.6666666666666665
train,14729,4,73,18.25,4,9.0,4,4.25
train,14729,28,293,10.464285714285714,13,19.384615384615383,12,6.5
train,14729,19,320,16.842105263157894,15,18.2,15,7.733333333333333
train,14729,3,77,25.666666666666668,6,8.833333333333334,4,4.25
train,14729,15,195,13.0,10,14.3,10,6.5
train,14729,10,177,17.7,8,10.75,9,3.4444444444444446
train,14729,9,250,27.77777777777778,16,12.5,18,5.0
train,14729,4,36,9.0,3,10.666666666666666,3,5.0
train,14729,4,97,24.25,5,12.6,7,4.0
train,14729,6,105,17.5,3,9.666666666666666,3,3.3333333333333335
train,14729,3,15,5.0,1,6.0,1,2.0
train,14729,26,175,6.730769230769231,6,19.666666666666668,5,4.2
train,14729,6,165,27.5,8,16.75,8,6.5
train,14729,7,111,15.857142857142858,5,15.8,4,6.5
train,14729,10,142,14.2,7,11.428571428571429,6,5.333333333333333
train,14729,13,128,9.846153846153847,5,19.8,6,9.666666666666666
train,14729,13,195,15.0,8,14.5,9,4.555555555555555
train,14729,4,25,6.25,1,8.0,1,3.0
train,14729,3,55,18.333333333333332,3,8.333333333333334,4,1.25
train,14729,9,85,9.444444444444445,5,15.8,7,3.5714285714285716
train,14729,3,50,16.666666666666668,2,14.0,3,2.6666666666666665
train,14729,20,277,13.85,9,11.88888888888889,6,6.166666666666667
train,14729,57,666,11.68421052631579,22,27.863636363636363,24,9.583333333333334
train,14729,36,370,10.277777777777779,15,16.666666666666668,12,7.583333333333333
train,14729,26,204,7.846153846153846,7,19.571428571428573,8,6.0
train,14729,14,194,13.857142857142858,8,21.375,5,5.8
train,14729,18,180,10.0,8,13.75,7,5.0
train,14729,3,35,11.666666666666666,2,9.5,2,3.5
train,14729,7,75,10.714285714285714,5,9.4,6,2.5
train,14729,3,49,16.333333333333332,6,8.166666666666666,1,4.0
train,14729,2,30,15.0,1,12.0,1,5.0
train,14729,15,184,12.266666666666667,9,13.777777777777779,6,5.333333333333333
train,14729,6,48,8.0,3,13.666666666666666,4,4.5
train,14729,18,330,18.333333333333332,11,17.454545454545453,10,6.7
train,14729,16,150,9.375,3,25.0,4,8.75
train,14729,3,41,13.666666666666666,3,11.333333333333334,3,5.666666666666667
train,14729,17,142,8.352941176470589,8,11.875,9,4.666666666666667
train,14729,2,32,16.0,2,7.5,2,2.5
train,14729,10,81,8.1,1,14.0,1,8.0
train,14729,7,66,9.428571428571429,4,8.75,6,2.8333333333333335
train,14729,6,70,11.666666666666666,2,8.0,2,2.0
train,14729,10,273,27.3,16,11.8125,18,4.666666666666667
train,14729,15,275,18.333333333333332,13,18.307692307692307,12,7.25
train,14729,5,235,47.0,9,16.77777777777778,5,9.6
train,14729,43,264,6.1395348837209305,5,13.6,6,4.333333333333333
train,14729,6,177,29.5,6,15.5,6,9.166666666666666
train,14729,26,186,7.153846153846154,3,19.666666666666668,3,5.666666666666667
train,14729,7,123,17.571428571428573,5,21.4,8,7.0
train,14729,8,46,5.75,4,8.5,4,3.25
train,14729,1,31,31.0,2,7.5,3,2.6666666666666665
train,14729,8,104,13.0,1,8.0,2,1.5
train,14729,2,21,10.5,2,8.0,2,3.5
train,14729,7,90,12.857142857142858,5,16.8,5,4.6
train,14729,24,106,4.416666666666667,7,12.285714285714286,7,3.5714285714285716
train,14729,7,63,9.0,7,9.0,4,4.0
train,14729,35,520,14.857142857142858,16,22.4375,18,8.333333333333334
train,14729,12,208,17.333333333333332,10,13.2,9,6.111111111111111
train,14729,16,299,18.6875,15,14.466666666666667,14,4.857142857142857
train,14729,13,169,13.0,14,9.5,10,3.3
train,14729,36,283,7.861111111111111,12,17.75,10,6.4
train,14729,17,147,8.647058823529411,8,10.5,8,3.75
train,14729,12,296,24.666666666666668,12,19.75,10,8.8
train,14729,26,165,6.346153846153846,8,18.875,12,4.5
train,14729,9,103,11.444444444444445,5,10.0,5,5.4
train,14729,27,382,14.148148148148149,12,29.583333333333332,19,8.105263157894736
train,14729,8,54,6.75,2,12.0,2,4.0
train,14729,5,49,9.8,1,12.0,1,7.0
train,14729,23,209,9.08695652173913,7,24.714285714285715,9,7.111111111111111
train,14729,5,36,7.2,2,12.0,2,5.5
train,14729,5,53,10.6,3,13.0,3,5.0
train,14729,9,128,14.222222222222221,8,11.375,8,5.375
train,14729,7,121,17.285714285714285,3,10.0,4,3.5
train,14729,28,221,7.892857142857143,9,10.555555555555555,7,4.714285714285714
train,14729,6,35,5.833333333333333,2,12.5,2,6.5
train,14729,5,73,14.6,4,14.25,6,5.333333333333333
train,14729,19,217,11.421052631578947,8,13.25,9,6.222222222222222
train,14729,9,135,15.0,8,7.25,8,2.0
train,14729,7,134,19.142857142857142,6,13.833333333333334,6,3.0
train,14729,10,120,12.0,4,9.5,4,4.0
train,14729,2,55,27.5,3,13.0,3,7.333333333333333
train,14729,3,50,16.666666666666668,3,9.666666666666666,3,4.666666666666667
train,14729,5,57,11.4,6,9.5,0,0.0
train,14729,38,474,12.473684210526315,22,18.954545454545453,26,7.115384615384615
train,14729,13,96,7.384615384615385,3,14.0,4,6.25
train,14729,6,67,11.166666666666666,2,8.0,2,3.5
train,14729,6,83,13.833333333333334,2,15.5,1,4.0
train,14729,4,61,15.25,2,16.0,3,5.333333333333333
train,14729,3,23,7.666666666666667,1,9.0,1,2.0
train,14729,4,38,9.5,3,10.666666666666666,3,5.333333333333333
train,14729,12,214,17.833333333333332,12,15.166666666666666,10,9.0
train,14729,35,261,7.457142857142857,10,16.3,7,6.428571428571429
train,14729,14,176,12.571428571428571,9,15.88888888888889,10,5.4
train,14729,4,77,19.25,3,11.666666666666666,3,5.0
train,14729,7,65,9.285714285714286,6,10.833333333333334,6,5.166666666666667
train,14729,10,100,10.0,3,9.333333333333334,3,5.333333333333333
train,14729,36,269,7.472222222222222,11,14.545454545454545,11,5.909090909090909
train,14729,15,155,10.333333333333334,5,11.6,5,4.8
train,14729,2,28,14.0,2,7.5,2,2.0
train,14729,14,135,9.642857142857142,4,30.0,5,8.8
train,14729,6,73,12.166666666666666,3,14.0,3,7.666666666666667
train,14729,4,154,38.5,6,20.0,4,7.75
train,14729,3,59,19.666666666666668,3,10.333333333333334,4,4.25
train,14729,14,176,12.571428571428571,7,11.857142857142858,10,3.8
train,14729,5,51,10.2,3,13.0,3,5.666666666666667
train,14729,4,25,6.25,1,10.0,1,6.0
train,14729,38,330,8.68421052631579,16,19.5,18,4.777777777777778
train,14729,12,253,21.083333333333332,11,19.181818181818183,12,7.25
train,14729,7,95,13.571428571428571,3,30.333333333333332,4,6.25
train,14729,4,34,8.5,2,9.0,2,3.5
train,14729,4,56,14.0,2,10.0,2,5.5
train,14729,10,96,9.6,2,6.0,2,2.0
train,14729,12,160,13.333333333333334,7,17.714285714285715,7,9.285714285714286
train,14729,7,96,13.714285714285714,6,9.333333333333334,6,4.666666666666667
train,14729,16,175,10.9375,8,18.875,11,6.909090909090909
train,14729,38,260,6.842105263157895,10,13.3,8,5.0
train,14729,12,146,12.166666666666666,8,11.75,8,6.5
train,14729,21,156,7.428571428571429,7,15.857142857142858,9,5.111111111111111
train,14729,2,45,22.5,1,16.0,1,3.0
train,14729,7,54,7.714285714285714,1,13.0,1,6.0
train,14729,7,133,19.0,5,12.6,4,6.25
train,14729,3,103,34.333333333333336,4,11.0,6,4.666666666666667
train,14729,32,454,14.1875,12,31.5,13,12.692307692307692
train,14729,9,55,6.111111111111111,4,13.75,5,4.6
train,14729,5,31,6.2,1,10.0,1,5.0
train,14729,11,91,8.272727272727273,4,16.75,5,6.6
train,14729,7,135,19.285714285714285,5,17.8,6,8.333333333333334
train,14729,9,81,9.0,4,11.25,4,5.5
train,14729,7,70,10.0,1,17.0,2,1.0
train,14729,14,167,11.928571428571429,5,13.8,3,5.333333333333333
train,14729,9,100,11.11111111111111,4,17.25,3,4.0
train,14729,10,193,19.3,6,16.666666666666668,5,6.0
train,14729,12,153,12.75,9,13.0,10,4.4
train,14729,2,40,20.0,4,10.0,4,4.75
train,14729,3,85,28.333333333333332,2,18.5,3,5.666666666666667
train,14729,8,181,22.625,4,14.5,4,6.5
train,14729,5,53,10.6,3,13.0,3,6.666666666666667
train,14729,12,189,15.75,10,14.8,11,6.0
train,14729,17,183,10.764705882352942,6,10.333333333333334,8,3.625
train,14729,4,59,14.75,2,12.5,2,8.0
train,14729,9,123,13.666666666666666,9,9.444444444444445,10,4.1
train,14729,8,86,10.75,3,12.666666666666666,3,4.333333333333333
train,14729,8,83,10.375,4,10.0,4,5.0
train,14729,3,66,22.0,4,9.0,4,4.0
train,14729,12,146,12.166666666666666,1,13.0,1,6.0
train,14729,35,504,14.4,13,23.076923076923077,11,10.363636363636363
train,14729,3,31,10.333333333333334,2,8.0,2,3.0
train,14729,3,40,13.333333333333334,2,10.0,3,3.0
train,14729,5,114,22.8,8,13.5,5,4.4
train,14729,42,451,10.738095238095237,19,19.68421052631579,21,7.761904761904762
train,14729,23,168,7.304347826086956,5,17.0,4,6.5
train,14729,20,147,7.35,7,14.0,5,4.4
train,14729,9,184,20.444444444444443,10,15.4,10,8.0
train,14729,1,20,20.0,2,7.0,2,2.5
train,14729,8,156,19.5,2,9.5,2,5.0
train,14729,31,301,9.709677419354838,15,17.2,16,6.8125
train,14729,24,217,9.041666666666666,12,13.25,11,7.090909090909091
train,14729,2,39,19.5,2,14.0,2,5.0
train,14729,19,179,9.421052631578947,7,10.714285714285714,7,3.7142857142857144
train,14729,6,43,7.166666666666667,3,8.333333333333334,3,3.0
train,14729,6,153,25.5,5,12.0,6,4.0
train,14729,1,16,16.0,1,7.0,1,3.0
train,14729,10,158,15.8,10,12.9,10,6.4
train,14729,4,56,14.0,3,15.333333333333334,4,4.75
train,14729,11,229,20.818181818181817,12,15.583333333333334,13,7.230769230769231
train,14729,3,29,9.666666666666666,3,8.333333333333334,4,2.5
train,14729,12,89,7.416666666666667,6,11.166666666666666,6,3.3333333333333335
train,14729,16,203,12.6875,3,12.0,3,3.0
train,14729,31,280,9.03225806451613,14,14.857142857142858,14,5.428571428571429
train,14729,21,226,10.761904761904763,8,14.875,7,4.571428571428571
train,14729,6,125,20.833333333333332,5,11.2,5,6.6
train,14729,5,62,12.4,3,6.666666666666667,4,2.0
train,14729,1,63,63.0,4,9.75,4,5.75
train,14729,8,90,11.25,1,14.0,1,4.0
train,14729,23,271,11.782608695652174,8,20.5,4,7.75
train,14729,2,50,25.0,3,13.0,3,5.333333333333333
train,14729,2,68,34.0,4,13.0,4,6.5
train,14729,3,81,27.0,1,10.0,1,3.0
train,14729,25,158,6.32,5,14.2,5,5.4
train,14729,31,249,8.03225806451613,8,16.625,8,7.625
train,14729,11,112,10.181818181818182,3,33.0,4,12.75
train,14729,8,102,12.75,4,10.25,4,5.5
train,14729,1,18,18.0,3,4.666666666666667,3,1.0
train,14729,6,42,7.0,1,11.0,1,5.0
train,14729,7,151,21.571428571428573,6,16.166666666666668,7,5.714285714285714
train,14729,9,108,12.0,6,18.0,5,7.0
train,14729,10,141,14.1,8,12.375,10,4.2
train,14729,21,301,14.333333333333334,5,15.6,4,6.5
train,14729,11,148,13.454545454545455,4,11.75,2,4.0
train,14729,39,376,9.64102564102564,8,27.125,1,7.0
train,14729,6,87,14.5,3,10.666666666666666,3,6.0
train,14729,7,81,11.571428571428571,4,17.0,5,7.2
train,14729,15,138,9.2,9,8.11111111111111,8,3.375
train,14729,3,37,12.333333333333334,1,15.0,1,10.0
train,14729,2,40,20.0,2,9.5,2,3.5
train,14729,13,239,18.384615384615383,12,13.833333333333334,12,7.916666666666667
train,14729,27,218,8.074074074074074,7,16.714285714285715,6,7.833333333333333
train,14729,4,71,17.75,5,9.2,6,4.0
train,14729,3,46,15.333333333333334,3,9.0,3,4.333333333333333
train,14729,7,40,5.714285714285714,1,10.0,1,4.0
train,14729,11,233,21.181818181818183,11,14.181818181818182,9,7.777777777777778
train,14729,35,324,9.257142857142858,16,13.1875,12,4.75
train,14729,7,88,12.571428571428571,4,13.75,4,6.25
train,14729,14,148,10.571428571428571,8,11.875,8,4.0
train,14729,7,117,16.714285714285715,4,9.0,5,3.6
train,14729,5,309,61.8,15,13.0,14,5.5
train,14729,4,38,9.5,4,8.0,4,3.75
train,14729,12,87,7.25,3,22.333333333333332,4,7.75
train,14729,9,75,8.333333333333334,2,13.0,2,7.5
train,14729,10,137,13.7,2,8.0,1,3.0
train,14729,8,44,5.5,3,12.0,3,4.666666666666667
train,14729,20,220,11.0,5,26.0,7,6.0
train,14729,4,71,17.75,5,13.0,6,6.0
train,14729,22,143,6.5,9,13.222222222222221,10,4.8
train,14729,11,90,8.181818181818182,5,15.4,7,4.571428571428571
train,14729,3,22,7.333333333333333,2,8.5,2,2.5
train,14729,6,143,23.833333333333332,7,11.857142857142858,6,6.333333333333333
train,14729,9,122,13.555555555555555,6,17.666666666666668,6,9.666666666666666
train,14729,3,38,12.666666666666666,2,9.0,2,4.5
train,14729,13,169,13.0,5,26.2,8,5.125
train,14729,3,25,8.333333333333334,1,7.0,2,1.5
train,14729,7,84,12.0,6,12.166666666666666,4,4.0
train,14729,3,79,26.333333333333332,3,16.0,3,10.333333333333334
train,14729,7,51,7.285714285714286,4,10.0,5,4.0
train,14729,5,30,6.0,1,7.0,1,1.0
