name,n_dialogues,n_sentences_dialogue,n_tokens_dialogue,n_tokens_per_sentence,n_tokens_max_per_sentence_dialoguen_extracts_per_summary_rel,n_tokens_per_extract_rel,n_tokens_min_per_extract_rel,n_tokens_max_per_extract_rel,n_extracts_per_summary_fine,n_tokens_per_extract_fine,n_tokens_min_per_extract_fine,n_tokens_max_per_extract_fine,n_tokens_max_per_sentence_dialogue,n_extracts_per_summary_rel
train,14729,46,361,7.8478260869565215,,21.2,3,22,17,6.588235294117647,1,18,22.0,15.0
train,14729,3,58,19.333333333333332,,15.0,11,19,3,5.333333333333333,2,8,34.0,2.0
train,14729,5,84,16.8,,15.25,12,17,4,7.0,4,11,38.0,4.0
train,14729,10,77,7.7,,13.2,3,15,5,6.6,2,12,20.0,5.0
train,14729,5,73,14.6,,7.5,7,8,2,2.0,1,3,27.0,2.0
train,14729,3,79,26.333333333333332,,13.5,13,14,2,8.0,6,10,44.0,2.0
train,14729,18,299,16.61111111111111,,13.214285714285714,3,22,14,5.142857142857143,1,13,35.0,14.0
train,14729,10,137,13.7,,16.571428571428573,3,19,8,6.75,2,13,34.0,7.0
train,14729,3,138,46.0,,13.428571428571429,5,22,7,7.285714285714286,1,16,95.0,7.0
train,14729,2,67,33.5,,13.0,13,13,1,9.0,9,9,51.0,1.0
train,14729,9,141,15.666666666666666,,9.833333333333334,2,13,7,3.857142857142857,1,8,53.0,6.0
train,14729,21,197,9.380952380952381,,17.4,3,25,3,7.0,5,10,25.0,5.0
train,14729,13,123,9.461538461538462,,10.555555555555555,2,15,11,4.545454545454546,1,11,53.0,9.0
train,14729,7,61,8.714285714285714,,11.25,3,16,4,3.75,3,4,21.0,4.0
train,14729,29,195,6.724137931034483,,9.0,3,9,8,2.75,1,5,23.0,5.0
train,14729,15,138,9.2,,24.75,3,25,4,10.75,7,15,41.0,4.0
train,14729,17,199,11.705882352941176,,15.9,3,22,9,6.444444444444445,1,14,37.0,10.0
train,14729,2,28,14.0,,13.0,13,13,2,3.0,1,5,15.0,1.0
train,14729,8,209,26.125,,14.142857142857142,3,19,9,5.555555555555555,1,13,61.0,7.0
train,14729,11,94,8.545454545454545,,16.0,2,18,5,6.0,3,10,18.0,5.0
train,14729,22,268,12.181818181818182,,18.142857142857142,3,17,8,6.0,3,9,41.0,7.0
train,14729,9,64,7.111111111111111,,11.6,2,13,5,3.0,1,5,13.0,5.0
train,14729,10,125,12.5,,15.5,5,28,7,6.0,1,22,35.0,6.0
train,14729,4,30,7.5,,9.0,4,5,1,3.0,3,3,14.0,1.0
train,14729,13,102,7.846153846153846,,13.0,1,11,3,5.0,1,9,18.0,4.0
train,14729,4,49,12.25,,6.333333333333333,5,8,3,2.3333333333333335,1,4,16.0,3.0
train,14729,7,38,5.428571428571429,,11.0,3,8,1,5.0,5,5,10.0,1.0
train,14729,8,176,22.0,,18.285714285714285,2,38,9,6.333333333333333,2,11,84.0,7.0
train,14729,4,34,8.5,,10.5,3,11,2,5.5,4,7,11.0,2.0
train,14729,24,146,6.083333333333333,,10.571428571428571,3,11,9,2.5555555555555554,1,6,14.0,7.0
train,14729,2,37,18.5,,14.0,5,17,2,4.0,3,5,20.0,2.0
train,14729,32,376,11.75,,21.2,2,28,12,8.166666666666666,4,21,42.0,10.0
train,14729,4,85,21.25,,12.0,5,18,3,4.0,1,10,29.0,3.0
train,14729,8,79,9.875,,11.75,3,12,3,4.333333333333333,2,7,23.0,4.0
train,14729,5,88,17.6,,20.0,3,31,4,6.0,1,16,45.0,4.0
train,14729,24,198,8.25,,16.3,2,18,13,5.3076923076923075,1,12,18.0,10.0
train,14729,2,28,14.0,,9.0,9,9,1,5.0,5,5,24.0,1.0
train,14729,12,120,10.0,,11.25,3,12,5,4.4,1,9,28.0,4.0
train,14729,5,51,10.2,,9.0,9,9,2,4.0,3,5,16.0,2.0
train,14729,12,108,9.0,,14.25,3,14,6,3.0,1,5,26.0,4.0
train,14729,2,121,60.5,,10.75,5,16,4,3.5,1,8,95.0,4.0
train,14729,4,40,10.0,,7.333333333333333,7,8,3,2.0,1,4,20.0,3.0
train,14729,6,167,27.833333333333332,,18.0,5,22,6,8.5,3,13,42.0,5.0
train,14729,11,91,8.272727272727273,,16.5,5,15,5,5.2,1,10,15.0,4.0
train,14729,16,140,8.75,,8.6,2,9,7,3.0,1,5,21.0,5.0
train,14729,5,164,32.8,,9.4,8,13,5,5.0,3,8,97.0,5.0
train,14729,20,145,7.25,,15.0,3,15,10,4.0,1,12,15.0,7.0
train,14729,40,279,6.975,,26.75,2,20,7,4.142857142857143,1,8,20.0,8.0
train,14729,22,294,13.363636363636363,,13.4,3,22,9,6.666666666666667,1,16,59.0,10.0
train,14729,8,61,7.625,,10.0,3,10,6,4.166666666666667,1,9,19.0,5.0
train,14729,11,127,11.545454545454545,,11.6,3,11,5,6.6,4,10,27.0,5.0
train,14729,4,174,43.5,,14.5,10,25,3,8.0,6,9,61.0,4.0
train,14729,2,20,10.0,,9.0,9,9,1,3.0,3,3,15.0,1.0
train,14729,12,217,18.083333333333332,,11.75,9,15,7,7.285714285714286,1,9,73.0,8.0
train,14729,3,175,58.333333333333336,,12.2,6,16,6,5.666666666666667,1,8,137.0,5.0
train,14729,12,118,9.833333333333334,,16.6,4,19,5,7.6,1,13,19.0,5.0
train,14729,7,63,9.0,,12.0,12,12,1,5.0,5,5,22.0,1.0
train,14729,11,127,11.545454545454545,,16.4,3,15,5,4.6,2,7,36.0,5.0
train,14729,9,69,7.666666666666667,,9.0,3,9,4,4.0,4,4,15.0,4.0
train,14729,18,232,12.88888888888889,,11.181818181818182,2,19,12,5.583333333333333,1,14,38.0,11.0
train,14729,5,103,20.6,,10.5,7,13,3,4.666666666666667,2,7,40.0,4.0
train,14729,11,208,18.90909090909091,,14.6,1,24,10,6.8,2,17,44.0,10.0
train,14729,6,145,24.166666666666668,,13.375,8,23,8,6.125,1,10,64.0,8.0
train,14729,51,422,8.27450980392157,,22.428571428571427,2,20,12,6.666666666666667,1,15,20.0,14.0
train,14729,9,161,17.88888888888889,,15.0,3,20,13,6.384615384615385,1,12,56.0,10.0
train,14729,11,75,6.818181818181818,,22.333333333333332,3,15,3,7.0,1,14,15.0,3.0
train,14729,7,78,11.142857142857142,,16.666666666666668,3,17,3,10.333333333333334,9,13,30.0,3.0
train,14729,3,37,12.333333333333334,,12.333333333333334,5,13,3,5.333333333333333,3,7,16.0,3.0
train,14729,21,214,10.19047619047619,,13.625,3,15,6,6.166666666666667,1,14,25.0,8.0
train,14729,38,271,7.131578947368421,,12.615384615384615,3,16,17,3.7058823529411766,1,7,16.0,13.0
train,14729,10,54,5.4,,11.0,5,10,2,4.0,4,4,10.0,2.0
train,14729,7,37,5.285714285714286,,12.333333333333334,3,12,3,3.6666666666666665,2,6,12.0,3.0
train,14729,7,116,16.571428571428573,,12.0,6,15,3,7.333333333333333,6,10,36.0,6.0
train,14729,8,127,15.875,,15.0,3,27,8,5.625,2,12,33.0,6.0
train,14729,3,88,29.333333333333332,,10.714285714285714,3,14,5,6.0,4,9,71.0,7.0
train,14729,19,239,12.578947368421053,,14.0,3,17,13,4.461538461538462,1,10,45.0,12.0
train,14729,17,254,14.941176470588236,,24.22222222222222,3,25,10,8.4,1,17,33.0,9.0
train,14729,20,171,8.55,,16.625,3,15,13,3.6923076923076925,1,8,16.0,8.0
train,14729,8,63,7.875,,15.75,3,10,5,5.8,4,7,13.0,4.0
train,14729,24,153,6.375,,12.0,5,8,2,3.0,1,5,21.0,2.0
train,14729,5,35,7.0,,13.0,3,12,2,7.5,7,8,12.0,2.0
train,14729,8,107,13.375,,17.0,5,27,5,8.2,1,20,48.0,4.0
train,14729,18,125,6.944444444444445,,17.25,3,26,4,7.5,4,13,26.0,4.0
train,14729,7,138,19.714285714285715,,11.555555555555555,8,16,9,5.555555555555555,2,9,38.0,9.0
train,14729,3,69,23.0,,12.0,3,14,4,5.25,3,8,60.0,4.0
train,14729,4,108,27.0,,12.4,8,19,5,7.2,3,10,36.0,5.0
train,14729,10,182,18.2,,16.8,3,17,5,10.0,8,13,36.0,5.0
train,14729,15,154,10.266666666666667,,15.75,3,16,5,6.4,3,11,22.0,4.0
train,14729,11,262,23.818181818181817,,17.444444444444443,5,26,9,8.555555555555555,5,11,73.0,9.0
train,14729,2,89,44.5,,13.666666666666666,12,15,2,5.5,4,7,78.0,3.0
train,14729,24,173,7.208333333333333,,20.625,3,17,7,7.0,1,14,17.0,8.0
train,14729,4,34,8.5,,9.5,3,11,2,5.0,4,6,11.0,2.0
train,14729,8,99,12.375,,24.0,2,16,2,10.0,5,15,28.0,2.0
train,14729,8,106,13.25,,14.75,3,17,4,6.5,1,11,31.0,4.0
train,14729,6,53,8.833333333333334,,8.0,7,10,3,3.3333333333333335,3,4,13.0,3.0
train,14729,3,52,17.333333333333332,,9.5,9,10,2,4.5,3,6,37.0,2.0
train,14729,15,166,11.066666666666666,,18.0,3,21,4,7.75,2,15,21.0,7.0
train,14729,8,55,6.875,,10.333333333333334,5,10,5,2.2,1,3,10.0,3.0
train,14729,18,151,8.38888888888889,,16.5,3,21,2,4.5,4,5,21.0,2.0
train,14729,1,17,17.0,,5.666666666666667,4,7,0,0.0,4,5,17.0,3.0
train,14729,2,29,14.5,,9.666666666666666,4,12,0,0.0,4,5,19.0,3.0
train,14729,7,84,12.0,,18.0,13,23,4,7.75,5,13,23.0,3.0
train,14729,7,34,4.857142857142857,,15.0,15,15,1,8.0,8,8,15.0,1.0
train,14729,11,69,6.2727272727272725,,17.5,3,22,2,11.0,3,19,22.0,2.0
train,14729,16,192,12.0,,9.333333333333334,5,12,3,4.0,1,6,34.0,3.0
train,14729,23,377,16.391304347826086,,52.57142857142857,3,61,12,10.666666666666666,2,34,67.0,7.0
train,14729,3,114,38.0,,14.5,9,20,5,6.2,3,9,67.0,6.0
train,14729,3,48,16.0,,14.0,3,22,3,5.333333333333333,5,6,36.0,3.0
train,14729,6,76,12.666666666666666,,10.833333333333334,4,13,8,3.375,1,7,20.0,6.0
train,14729,10,69,6.9,,10.0,3,9,2,5.5,3,8,28.0,2.0
train,14729,29,337,11.620689655172415,,16.6875,3,30,19,6.947368421052632,1,21,40.0,16.0
train,14729,1,20,20.0,,8.0,6,10,2,2.5,2,3,20.0,2.0
train,14729,11,133,12.090909090909092,,7.5,3,9,8,3.0,1,4,32.0,8.0
train,14729,21,212,10.095238095238095,,12.583333333333334,3,16,14,5.285714285714286,3,8,23.0,12.0
train,14729,15,98,6.533333333333333,,13.2,3,15,3,5.333333333333333,1,12,15.0,5.0
train,14729,27,180,6.666666666666667,,14.0,3,16,7,5.0,2,8,18.0,6.0
train,14729,3,119,39.666666666666664,,8.8,6,12,5,3.6,2,7,53.0,5.0
train,14729,6,148,24.666666666666668,,9.75,3,11,5,2.8,1,7,47.0,4.0
train,14729,9,96,10.666666666666666,,8.88888888888889,4,15,8,2.375,1,6,16.0,9.0
train,14729,4,259,64.75,,15.454545454545455,4,23,11,6.636363636363637,2,16,131.0,11.0
train,14729,13,88,6.769230769230769,,12.5,4,11,2,6.0,3,9,16.0,2.0
train,14729,6,43,7.166666666666667,,12.333333333333334,3,13,4,4.75,3,8,13.0,3.0
train,14729,26,183,7.038461538461538,,14.666666666666666,3,25,9,5.666666666666667,4,7,25.0,9.0
train,14729,3,24,8.0,,10.0,1,9,2,4.5,4,5,14.0,2.0
train,14729,3,63,21.0,,10.25,3,14,4,5.5,1,10,32.0,4.0
train,14729,4,41,10.25,,13.0,13,13,1,4.0,4,4,24.0,1.0
train,14729,26,246,9.461538461538462,,30.333333333333332,3,26,8,7.75,2,15,27.0,6.0
train,14729,19,143,7.526315789473684,,14.428571428571429,3,24,6,7.666666666666667,3,22,24.0,7.0
train,14729,4,36,9.0,,13.0,6,7,1,5.0,5,5,15.0,1.0
train,14729,3,40,13.333333333333334,,6.666666666666667,4,12,0,0.0,5,5,16.0,6.0
train,14729,5,64,12.8,,11.25,3,20,6,4.5,1,15,42.0,4.0
train,14729,8,55,6.875,,13.666666666666666,3,17,3,7.0,5,9,17.0,3.0
train,14729,6,51,8.5,,14.5,3,17,2,9.0,3,15,17.0,2.0
train,14729,8,60,7.5,,13.5,13,14,2,7.5,6,9,16.0,2.0
train,14729,69,798,11.565217391304348,,42.94117647058823,3,51,15,12.333333333333334,6,31,51.0,17.0
train,14729,9,189,21.0,,11.0,5,16,9,4.888888888888889,1,8,63.0,9.0
train,14729,7,77,11.0,,10.75,3,12,4,5.25,3,8,30.0,4.0
train,14729,1,22,22.0,,7.5,7,8,2,2.5,2,3,22.0,2.0
train,14729,22,190,8.636363636363637,,10.333333333333334,3,7,3,3.6666666666666665,2,5,28.0,3.0
train,14729,9,120,13.333333333333334,,13.5,3,21,4,6.25,4,10,37.0,4.0
train,14729,3,54,18.0,,10.333333333333334,3,12,3,6.333333333333333,5,8,26.0,3.0
train,14729,14,105,7.5,,8.666666666666666,3,10,6,2.8333333333333335,1,5,20.0,6.0
train,14729,1,50,50.0,,7.333333333333333,6,9,3,2.3333333333333335,1,4,50.0,3.0
train,14729,8,144,18.0,,9.428571428571429,3,12,7,4.285714285714286,2,8,60.0,7.0
train,14729,8,49,6.125,,8.0,6,10,3,2.6666666666666665,1,6,12.0,2.0
train,14729,3,32,10.666666666666666,,8.0,6,11,3,2.0,1,3,15.0,3.0
train,14729,9,162,18.0,,16.0,13,20,5,7.0,1,11,48.0,5.0
train,14729,3,47,15.666666666666666,,9.0,8,10,2,4.0,4,4,28.0,2.0
train,14729,10,202,20.2,,16.7,3,30,5,7.4,1,15,93.0,10.0
train,14729,15,142,9.466666666666667,,17.5,3,23,9,6.777777777777778,2,18,23.0,6.0
train,14729,15,136,9.066666666666666,,23.5,3,21,6,7.666666666666667,3,13,21.0,4.0
train,14729,3,55,18.333333333333332,,11.0,11,11,1,5.0,5,5,47.0,1.0
train,14729,31,283,9.129032258064516,,21.4,3,46,13,6.230769230769231,1,22,46.0,10.0
train,14729,45,433,9.622222222222222,,19.58823529411765,3,52,22,5.681818181818182,1,17,52.0,17.0
train,14729,5,88,17.6,,15.0,3,22,2,6.5,5,8,49.0,3.0
train,14729,9,68,7.555555555555555,,9.75,3,11,4,4.75,3,6,23.0,4.0
train,14729,14,164,11.714285714285714,,9.0,3,12,5,3.8,1,6,29.0,5.0
train,14729,14,97,6.928571428571429,,14.333333333333334,3,12,4,5.0,4,6,12.0,3.0
train,14729,8,76,9.5,,13.5,3,11,2,7.0,5,9,24.0,2.0
train,14729,8,99,12.375,,21.5,5,21,5,5.0,1,12,21.0,4.0
train,14729,24,153,6.375,,12.375,2,13,8,5.125,2,8,13.0,8.0
train,14729,4,39,9.75,,11.5,3,11,1,6.0,6,6,20.0,2.0
train,14729,8,54,6.75,,15.5,3,11,2,7.0,6,8,11.0,2.0
train,14729,7,58,8.285714285714286,,7.0,5,9,3,1.6666666666666667,1,3,14.0,2.0
train,14729,9,53,5.888888888888889,,18.5,3,15,3,6.333333333333333,4,10,15.0,2.0
train,14729,5,54,10.8,,14.0,3,13,2,4.0,2,6,15.0,3.0
train,14729,21,187,8.904761904761905,,22.666666666666668,3,26,3,9.0,2,20,26.0,3.0
train,14729,11,159,14.454545454545455,,14.142857142857142,3,22,5,6.2,1,18,26.0,7.0
train,14729,30,495,16.5,,35.63636363636363,3,42,11,8.909090909090908,1,22,42.0,11.0
train,14729,5,143,28.6,,17.833333333333332,3,23,5,2.2,1,4,74.0,6.0
train,14729,5,33,6.6,,10.0,10,10,1,5.0,5,5,10.0,1.0
train,14729,14,225,16.071428571428573,,21.285714285714285,3,29,6,9.333333333333334,1,16,55.0,7.0
train,14729,7,77,11.0,,14.5,3,24,4,5.5,4,9,31.0,4.0
train,14729,3,28,9.333333333333334,,7.666666666666667,4,10,3,3.6666666666666665,1,6,10.0,3.0
train,14729,27,455,16.85185185185185,,18.529411764705884,3,26,6,10.666666666666666,6,19,51.0,17.0
train,14729,7,63,9.0,,10.666666666666666,9,12,3,5.333333333333333,4,6,14.0,3.0
train,14729,5,63,12.6,,10.5,10,11,2,5.0,5,5,20.0,2.0
train,14729,26,237,9.115384615384615,,16.4,3,19,11,4.818181818181818,1,11,22.0,10.0
train,14729,16,163,10.1875,,14.11111111111111,4,16,12,5.5,1,11,16.0,9.0
train,14729,7,119,17.0,,10.428571428571429,3,19,7,4.857142857142857,1,18,35.0,7.0
train,14729,26,282,10.846153846153847,,21.0,3,33,17,6.705882352941177,1,19,36.0,13.0
train,14729,3,98,32.666666666666664,,11.6,6,20,5,6.4,3,14,74.0,5.0
train,14729,10,57,5.7,,16.0,3,8,3,5.0,3,6,14.0,3.0
train,14729,20,214,10.7,,24.833333333333332,3,20,4,5.25,1,8,40.0,6.0
train,14729,3,36,12.0,,11.0,8,14,2,2.0,2,2,24.0,2.0
train,14729,23,202,8.782608695652174,,13.9,3,15,10,5.3,1,12,26.0,10.0
train,14729,5,30,6.0,,12.0,1,11,1,2.0,2,2,11.0,1.0
train,14729,9,86,9.555555555555555,,10.5,3,10,5,2.8,1,6,30.0,4.0
train,14729,3,40,13.333333333333334,,12.0,3,11,2,4.5,2,7,16.0,2.0
train,14729,8,101,12.625,,14.666666666666666,9,19,5,4.8,2,13,22.0,3.0
train,14729,22,268,12.181818181818182,,13.222222222222221,3,13,10,5.1,1,12,50.0,9.0
train,14729,12,100,8.333333333333334,,11.0,3,10,3,6.333333333333333,5,9,41.0,3.0
train,14729,16,153,9.5625,,16.142857142857142,3,35,8,7.5,2,20,35.0,7.0
train,14729,4,25,6.25,,7.0,3,4,1,3.0,3,3,15.0,1.0
train,14729,37,266,7.1891891891891895,,15.0,2,24,12,6.916666666666667,2,20,24.0,13.0
train,14729,8,194,24.25,,17.333333333333332,5,32,11,8.272727272727273,1,25,45.0,9.0
train,14729,3,25,8.333333333333334,,8.333333333333334,3,10,3,3.6666666666666665,3,5,14.0,3.0
train,14729,15,260,17.333333333333332,,35.42857142857143,3,34,12,8.166666666666666,4,14,49.0,7.0
train,14729,3,52,17.333333333333332,,12.333333333333334,12,13,4,4.0,1,8,24.0,3.0
train,14729,2,43,21.5,,12.5,10,15,2,8.0,5,11,34.0,2.0
train,14729,15,123,8.2,,10.285714285714286,2,11,8,3.375,1,6,23.0,7.0
train,14729,4,121,30.25,,7.5,5,10,4,3.5,1,7,47.0,4.0
train,14729,7,48,6.857142857142857,,15.0,3,6,2,4.0,3,5,15.0,1.0
train,14729,2,37,18.5,,11.0,4,10,3,4.333333333333333,3,5,19.0,3.0
train,14729,4,70,17.5,,16.5,3,21,2,8.5,8,9,36.0,2.0
train,14729,6,75,12.5,,11.0,11,11,1,7.0,7,7,20.0,1.0
train,14729,4,74,18.5,,19.333333333333332,3,22,3,13.333333333333334,10,18,25.0,3.0
train,14729,3,59,19.666666666666668,,11.0,3,11,5,3.2,2,4,38.0,3.0
train,14729,10,140,14.0,,14.0,5,12,2,3.0,3,3,35.0,3.0
train,14729,5,120,24.0,,16.666666666666668,12,26,4,5.0,3,7,38.0,3.0
train,14729,46,452,9.826086956521738,,19.9375,3,20,20,4.9,2,10,25.0,16.0
train,14729,3,36,12.0,,7.0,7,7,1,1.0,1,1,15.0,1.0
train,14729,24,350,14.583333333333334,,30.8,4,27,6,9.166666666666666,5,15,27.0,10.0
train,14729,24,183,7.625,,13.727272727272727,3,19,12,5.083333333333333,2,9,19.0,11.0
train,14729,8,74,9.25,,15.0,7,17,4,5.25,4,6,17.0,3.0
train,14729,8,116,14.5,,12.833333333333334,4,20,5,5.8,2,9,38.0,6.0
train,14729,5,74,14.8,,9.666666666666666,1,10,3,2.0,1,4,28.0,3.0
train,14729,16,107,6.6875,,16.0,3,13,5,6.2,3,10,13.0,5.0
train,14729,12,106,8.833333333333334,,19.0,3,20,3,10.666666666666666,5,15,20.0,3.0
train,14729,6,98,16.333333333333332,,23.5,13,34,3,10.666666666666666,5,19,34.0,2.0
train,14729,12,124,10.333333333333334,,14.333333333333334,3,15,7,6.285714285714286,1,12,26.0,6.0
train,14729,11,218,19.818181818181817,,11.11111111111111,3,18,11,3.727272727272727,1,11,61.0,9.0
train,14729,4,36,9.0,,10.5,3,9,2,5.0,5,5,15.0,2.0
train,14729,16,94,5.875,,8.8,2,8,6,1.6666666666666667,1,5,13.0,5.0
train,14729,11,116,10.545454545454545,,8.142857142857142,3,10,8,3.375,1,6,29.0,7.0
train,14729,1,28,28.0,,9.0,9,9,1,5.0,5,5,28.0,1.0
train,14729,12,104,8.666666666666666,,13.4,5,10,6,4.333333333333333,2,7,28.0,5.0
train,14729,5,68,13.6,,14.0,3,14,2,2.5,1,4,24.0,2.0
train,14729,5,82,16.4,,15.333333333333334,3,20,4,1.0,1,1,26.0,3.0
train,14729,6,42,7.0,,12.333333333333334,3,15,2,5.5,4,7,12.0,3.0
train,14729,21,228,10.857142857142858,,18.5,3,22,8,10.75,2,19,32.0,8.0
train,14729,12,170,14.166666666666666,,18.285714285714285,3,21,4,5.0,3,8,51.0,7.0
train,14729,6,143,23.833333333333332,,8.5,3,10,7,3.142857142857143,1,5,66.0,6.0
train,14729,5,70,14.0,,15.5,3,18,5,5.6,3,7,21.0,4.0
train,14729,8,84,10.5,,14.6,3,21,6,5.333333333333333,2,13,21.0,5.0
train,14729,10,71,7.1,,13.25,2,17,4,7.0,1,12,17.0,4.0
train,14729,4,133,33.25,,18.25,15,26,4,10.25,6,18,62.0,4.0
train,14729,1,51,51.0,,10.0,6,14,2,4.5,1,8,51.0,2.0
train,14729,6,76,12.666666666666666,,8.8,3,11,5,3.6,1,6,28.0,5.0
train,14729,6,27,4.5,,6.5,3,6,2,1.5,1,2,9.0,2.0
train,14729,4,208,52.0,,11.9,7,18,6,6.333333333333333,2,10,102.0,10.0
train,14729,30,212,7.066666666666666,,10.545454545454545,3,13,14,3.357142857142857,1,11,26.0,11.0
train,14729,5,86,17.2,,10.0,3,9,2,5.0,3,7,33.0,2.0
train,14729,5,85,17.0,,19.0,5,14,1,13.0,13,13,37.0,1.0
train,14729,7,157,22.428571428571427,,10.8,7,14,5,3.2,1,6,53.0,5.0
train,14729,21,267,12.714285714285714,,20.0,3,33,15,7.8,1,22,52.0,11.0
train,14729,23,297,12.91304347826087,,14.428571428571429,3,23,16,5.5625,1,12,67.0,14.0
train,14729,5,42,8.4,,11.0,11,11,1,5.0,5,5,13.0,1.0
train,14729,7,62,8.857142857142858,,9.5,2,11,5,3.0,1,5,11.0,4.0
train,14729,4,95,23.75,,13.6,3,24,6,6.666666666666667,2,13,65.0,5.0
train,14729,7,171,24.428571428571427,,17.0,3,29,4,9.5,1,18,51.0,7.0
train,14729,5,56,11.2,,9.5,3,10,2,5.0,4,6,21.0,2.0
train,14729,7,66,9.428571428571429,,13.0,3,10,1,7.0,7,7,26.0,1.0
train,14729,3,67,22.333333333333332,,11.666666666666666,3,13,2,7.0,6,8,41.0,3.0
train,14729,4,41,10.25,,11.0,11,11,1,6.0,6,6,22.0,1.0
train,14729,4,46,11.5,,8.5,3,9,2,3.0,3,3,14.0,2.0
train,14729,10,124,12.4,,13.833333333333334,3,15,6,5.0,3,9,29.0,6.0
train,14729,22,147,6.681818181818182,,19.0,5,15,4,3.5,3,4,20.0,2.0
train,14729,25,305,12.2,,23.727272727272727,3,41,12,8.25,1,15,41.0,11.0
train,14729,11,96,8.727272727272727,,16.75,3,14,4,8.5,7,11,25.0,4.0
train,14729,20,130,6.5,,13.8,3,12,6,4.833333333333333,3,7,14.0,5.0
train,14729,10,77,7.7,,10.142857142857142,3,11,9,3.7777777777777777,1,9,13.0,7.0
train,14729,8,85,10.625,,8.25,3,11,4,3.5,1,6,13.0,4.0
train,14729,7,103,14.714285714285714,,19.0,17,21,3,8.666666666666666,1,14,21.0,2.0
train,14729,11,80,7.2727272727272725,,15.0,3,16,2,6.0,5,7,16.0,2.0
train,14729,10,129,12.9,,37.0,3,30,2,10.0,7,13,30.0,2.0
train,14729,8,122,15.25,,12.8,5,17,5,6.2,1,11,32.0,5.0
train,14729,3,37,12.333333333333334,,8.5,7,10,2,5.0,3,7,24.0,2.0
train,14729,11,85,7.7272727272727275,,14.333333333333334,3,13,3,5.333333333333333,4,6,16.0,3.0
train,14729,4,32,8.0,,9.5,3,11,2,4.0,2,6,16.0,2.0
train,14729,2,36,18.0,,10.0,10,10,1,5.0,5,5,24.0,1.0
train,14729,26,269,10.346153846153847,,14.875,3,16,9,6.666666666666667,2,14,42.0,8.0
train,14729,29,189,6.517241379310345,,12.444444444444445,3,19,10,4.0,1,14,19.0,9.0
train,14729,5,96,19.2,,14.75,3,20,4,7.5,2,19,40.0,4.0
train,14729,5,147,29.4,,13.0,8,17,3,7.0,1,13,82.0,5.0
train,14729,2,51,25.5,,7.0,6,8,6,1.3333333333333333,1,2,27.0,4.0
train,14729,6,45,7.5,,12.0,5,7,1,6.0,6,6,18.0,1.0
train,14729,2,62,31.0,,9.5,8,12,3,4.666666666666667,4,5,45.0,4.0
train,14729,4,78,19.5,,9.5,8,11,2,4.5,3,6,44.0,2.0
train,14729,3,60,20.0,,16.5,3,16,2,5.5,5,6,49.0,2.0
train,14729,29,236,8.137931034482758,,12.375,3,18,10,4.3,1,7,32.0,8.0
train,14729,12,97,8.083333333333334,,19.5,3,24,5,6.6,2,10,24.0,4.0
train,14729,13,155,11.923076923076923,,21.0,3,28,5,6.6,1,19,28.0,6.0
train,14729,29,352,12.137931034482758,,32.2,3,31,12,9.25,1,24,38.0,10.0
train,14729,19,129,6.7894736842105265,,14.5,3,21,8,4.875,1,16,21.0,6.0
train,14729,9,59,6.555555555555555,,11.5,11,12,3,2.3333333333333335,1,4,12.0,2.0
train,14729,15,369,24.6,,16.714285714285715,2,24,11,8.363636363636363,2,19,61.0,14.0
train,14729,25,247,9.88,,18.444444444444443,3,14,9,5.666666666666667,2,12,25.0,9.0
train,14729,3,25,8.333333333333334,,9.5,3,8,3,3.0,3,3,9.0,2.0
train,14729,3,207,69.0,,10.0,8,12,2,3.5,2,5,134.0,2.0
train,14729,66,479,7.257575757575758,,29.466666666666665,2,19,21,5.666666666666667,1,12,19.0,15.0
train,14729,22,350,15.909090909090908,,14.4375,3,23,16,6.125,1,12,39.0,16.0
train,14729,47,341,7.25531914893617,,16.0,2,25,10,5.3,1,15,25.0,12.0
train,14729,16,143,8.9375,,15.0,1,18,5,4.6,1,10,22.0,6.0
train,14729,9,71,7.888888888888889,,11.0,3,13,5,3.8,1,6,18.0,4.0
train,14729,14,205,14.642857142857142,,14.6,3,22,6,6.833333333333333,1,17,52.0,5.0
train,14729,15,265,17.666666666666668,,13.4,3,16,5,6.4,3,11,52.0,5.0
train,14729,13,98,7.538461538461538,,14.2,3,22,7,3.4285714285714284,1,9,24.0,5.0
train,14729,23,119,5.173913043478261,,13.4,2,14,6,3.6666666666666665,1,9,14.0,5.0
train,14729,20,166,8.3,,15.375,3,22,6,10.0,1,17,21.0,8.0
train,14729,6,55,9.166666666666666,,12.333333333333334,5,12,3,6.333333333333333,4,8,12.0,3.0
train,14729,26,225,8.653846153846153,,15.857142857142858,3,16,7,5.428571428571429,1,13,21.0,7.0
train,14729,26,211,8.115384615384615,,18.363636363636363,2,22,22,3.6818181818181817,1,10,24.0,11.0
train,14729,9,108,12.0,,9.285714285714286,3,11,7,3.7142857142857144,1,7,34.0,7.0
train,14729,2,62,31.0,,7.333333333333333,6,8,3,2.0,1,4,54.0,3.0
train,14729,9,95,10.555555555555555,,7.0,6,9,4,2.25,1,4,22.0,3.0
train,14729,16,104,6.5,,16.5,3,12,2,6.5,6,7,15.0,2.0
train,14729,19,556,29.263157894736842,,22.636363636363637,1,64,11,10.909090909090908,1,34,64.0,22.0
train,14729,16,234,14.625,,21.0,1,21,15,5.6,1,14,29.0,10.0
